来源,时间,公司规模,英文名字,中文名字,公司简称,法人,成立日期,注册资本(万元）,联系人,联系人职位,职位名称,最低工资,最高工资,工资范围,招人数,工作经验 （年数）,学历要求,行业,公司经营地址,经营范围
58Job,2021-08-09,1-49人,,深圳雷盛光电有限公司,雷盛光电,张秋生,2013-09-23,50万人民币,,,外贸业务员（应届）,5000,10000,5000-10000元/月,招4人,"1年以下,可接收应届生",大专,电子技术/半导体/集成电路+广告/创意+原材料和加工,中国广东省深圳市宝安区石岩街道石龙仔南丰成工业园2栋1号电梯8楼,一般经营项目是：光电节能灯产品、数码产品、日用品、通讯产品、计算机软硬件、电子元器件、五金、交电、电器机械及材料、装饰材料、塑料制品、汽车零配件、安防产品的购销；电子产品的研发与销售；国内贸易；货物及技术进出口（法律、行政法规、国务院决定规定在登记前须经批准的项目除外）。，许可经营项目是：
,2021-08-09,20-99人,,深圳市佰数网络科技有限公司,佰数网络,张艳艳,2016-09-28,200万人民币,熊先生,招聘者,ebay英文范本编辑 翻译 客服,6000,10000,6-10K·13薪,-,经验不限,大专,电子商务,深圳龙华区金西城2栋201,一般经营项目是：经营电子商务、计算机软件的开发与销售；电子产品、电子元器件、数码产品、通讯产品、LED产品、日用品、服装鞋帽、机电设备、机械产品、塑胶材料、硅胶材料、五金建材、装饰材料的开发与销售；初级农产品销售；投资兴办实业（具体项目另行申报）；国内贸易、货物及技术进出口。（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营），许可经营项目是：
58Job,2021-08-09,50-99人,,深圳市厚瑞电子科技有限公司,厚瑞,曾红斌,2012-10-25,100万人民币,,,高薪诚聘B2B外贸业务员,5000,10000,5000-10000元/月,招3人,1-2年,大专,互联网/电子商务+贸易/进出口+家具灯饰,深圳市宝安区沙井中心路108号锐均商务大厦16F,一般经营项目是：电子产品、通讯产品、数码产品、仪器仪表的销售；国内贸易，货物及技术进出口。（法律、行政法规、国务院决定规定在登记前须经批准的项目除外），许可经营项目是：无
,2021-08-08,20-99人,,深圳汇菁科技有限公司,深圳汇菁科技有限,鲁从科,2018-01-19,100万人民币,夏先生,运营总监/COO,英文翻译,7000,10000,7-10K,-,1-3年,本科,电子商务,深圳宝安区万源商务大厦2栋506室,一般经营项目是：通讯设备、电子设备、光电产品及其零配件、计算机软硬件、通信设备的技术开发与销售；网络通信工程的设计、施工及相关的技术咨询；货物及技术进出口业务。（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营），许可经营项目是：通讯设备、电子设备、光电产品及其零配件、计算机软硬件、通信设备的生产
58Job,2021-08-09,1-49人,,深圳市方德建材有限公司,方德建材,王涛,2010-04-16,500万人民币,,,外贸销售高提成+五险,,,薪资面议,招2人,3-5年,大专,建筑/建材,深圳龙岗区南湾街道平吉大道1号建昇大厦A1005,一般经营项目是：建筑工程、装饰工程、室内外设计；室内外装饰工程及咨询，货物及技术进出口。，许可经营项目是：建筑及装饰材料的生产、加工及销售。
,2021-08-09,,,深圳市百时特贸易有限公司,百时特,但平,2018-03-30,500万人民币,陈先生,经理,英语翻译,6000,7000,6-7K,-,1年以内,本科,,深圳龙岗区龙景科技园b栋201,一般经营项目是：手机配件、相机配件、电视盒子、HDMI信号延长配件、电子产品、数码产品、服装鞋帽、汽车用品、家居用品、办公用品、体育用品、户外用品、玩具、箱包手袋、饰品、家用电器、安防监控器材、智能穿戴设备、电脑配件的研发与销售；经营电子商务；国内贸易；货物及技术进出口。，许可经营项目是：
58Job,2021-08-09,100-499人,,深圳市合盛创杰科技有限公司,宝利时,陈广辉,2001-03-07,1150万港元,,,外贸业务员五险,5000,8000,5000-8000元/月,招5人,1-2年,大专,出版/印刷/造纸+原材料和加工,深圳宝安福永沙井街道大王山第三工业区宝信大厦13楼,一般经营项目是：生产经营BOPP粘贴胶粘带、PVC粘贴胶粘带、美纹纸粘贴胶粘带。，许可经营项目是：
,2021-08-09,20-99人,,深圳市宇斯盾科技有限公司,宇斯盾科技公司,蔡润鹏,2008-05-19,1000万人民币,李女士,人事经理,本地化翻译（英法德）手游公司,6000,10000,6-10K,-,经验不限,学历不限,游戏,深圳南山区源政创业大厦a座906,一般经营项目是：计算机软硬件的技术开发、技术转让、技术服务、设计及销售（不含音像制品）；电子产品、电脑产品及配件的销售；经营进出口业务；经营电子商务（以上均不含法律、行政法规、国务院决定规定需前置审批和禁止的项目）；互联网技术开发、网络游戏软件的技术开发（不含限制项目）；网络媒体、计算机网络技术的研发、技术咨询；电子产品及电子元器件的技术开发与销售。，许可经营项目是：游戏运营；信息服务业务；网络动漫产品、从事互联网文化活动。
,2021-08-09,,,深圳市明信通商贸有限公司,明信通,倪梦虹,2019-12-20,1000万人民币,周女士,财务,日语翻译,6000,10000,6-10K,-,经验不限,学历不限,,深圳龙华区龙泉信息科技园2层2楼,一般经营项目是：国际贸易代理服务;乐器批发和进出口;玩具批发和进出口;游艺及娱乐用品批发和进出口;照相器材批发和进出口;文化娱乐用品批发和进出口;货物或技术进出口（国家禁止或涉及行政审批的货物和技术进出口除外）;电子产品、饰品、化妆品、水性涂料（不含危险化学品及易制毒化学品）、服装鞋帽、日用百货、办公设备、家用电器、家具、工艺品（象牙及其制品除外）、汽车配件、五金交电（不含电动自行车）、金属制品的批发、代购代销;建材批发;卫生间用具批发;卫生洁具零售;家具零售;灯具零售;其他室内装饰材料零售;首饰、工艺品（象牙及其制品除外）及收藏品批发;陶瓷、石材装饰材料零售;纺织品、针织品及原料批发;纺织品及针织品零售;化妆品及卫生用品批发;化妆品及卫生用品零售;其他通讯设备批发;汽车配件批发。（依法须经批准的项目，经相关部门批准后方可开展经营活动），许可经营项目是：预包装食品批发（不含国境口岸）;其他预包装食品零售（不含国境口岸）;散装食品批发（不含国境口岸）;其他散装食品零售（不含国境口岸）;
58Job,2021-08-09,1-49人,,深圳市博利视讯科技有限公司,博利视讯科技,熊伟,2011-09-06,800万人民币,,,外贸助理+包住+五险一金,5000,8000,5000-8000元/月,招10人,经验不限,大专,电子技术/半导体/集成电路,田茜路23号厂房4楼,一般经营项目是：安防产品、会议设备、电子产品、五金产品、塑胶产品、LCD液晶拼接屏、液晶监视器、液晶电视显示器、矩阵控制器、视频会议组件、智能家居设备、多媒体广告机、互动触摸一体机、机械设备、通讯设备、拼接控制器、计算机及配件、电子产品及周边配件的设计、研发与销售；国内贸易，货物及技术进出口。，许可经营项目是：安防产品、会议设备 、电子产品、五金产品、安防产品、会议设备、电子产品、五金产品、塑胶产品、LCD液晶拼接屏、液晶监视器、液晶电视显示器、矩阵控制器、视频会议组件、智能家居设备、多媒体广告机、互动触摸一体机、机械设备、通讯设备、拼接控制器、计算机及配件、电子产品及周边配件的生产。
,2021-08-09,20-99人,,深圳市睿超科技有限公司,睿超科技,郭俊,2014-02-19,500万人民币,韦先生,经理,日语翻译/日语客服/日语销售,5000,8000,5-8K,-,在校/应届,本科,互联网,深圳龙岗区杨美村杨美路27号3楼,一般经营项目是：网络技术开发；网页设计；电子产品、照明产品、安防产品、母婴用品的销售；计算机软件开发与销售；市场营销策划；经营电子商务；国内贸易；货物及技术进出口。，许可经营项目是：
58Job,2021-08-09,50-99人,,龙川县美居乐装饰设计有限公司,思百乐,屈国杰,2017-03-06,100万人民币,,,急外贸业务员福利多待遇好,8000,12000,8000-12000元/月,招6人,"3-5年,可接收应届生",大专,贸易/进出口,华瀚科技工业园3D,一般经营项目是：进出口商品的批发与零售；商品进出口贸易代理服务；国内贸易；商务信息咨询与服务；电子商务业务；货物及技术进出口。，许可经营项目是：
,2021-08-09,20-99人,,深圳市明汕翻译有限公司,明汕翻译,王红玲,2014-07-15,1200万人民币,廖女士,HRM,翻译项目术语提取,150,200,150-200元/天,-,,,其他服务业,深圳福田区市政大厦(香梅路)三楼305&308&309,一般经营项目是：翻译，企业管理咨询、商务信息咨询（咨询不含证券、保险、基金、金融业务、人才中介服务及其它限制项目）；电脑图文设计，企业形象策划。（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营），许可经营项目是：
58Job,2021-08-09,1-49人,,深圳市正泰隆科技有限公司,正泰隆,黄小虎,2014-12-24,500万人民币,,,外贸业务助理包吃住有提成,4500,6000,4500-6000元/月,招3人,"经验不限,可接收应届生",大专,原材料和加工,深圳宝安沙井大王山第三工业区第14栋正泰隆科技,一般经营项目是：房屋租赁；物业管理；塑胶零件、医用零件及配件、模具、模型、金属产品、夹具、治具的研发；国内贸易，货物及技术进出口。，许可经营项目是：模具、模型、金属产品、夹具、治具、塑胶零件、医用零件及配件的加工生产。
,2021-08-09,0-20人,,深圳咔咔卖科技有限公司,咔咔卖科技,韦佳,2021-02-07,500万人民币,韦先生,法人,日语文案翻译,11000,22000,11-22K,-,3-5年,本科,电子商务,深圳龙华区淘金地大厦B座402,一般经营项目是：互联网技术、云计算、新媒体技术、物联网技术、人工智能技术、信息科技及通讯科技领域内的的技术开发、技术咨询、技术服务及相关系统的设计、集成、上门维护；经营电子商务；互联网网络技术开发；物流信息咨询；国内贸易；服装、箱包、服饰、配饰、鞋帽、眼镜、3C电子产品、化妆品、家具、家装建材、家用电器、运动及健身器材、办公用品、针纺织品、装饰品、玩具、宠物用品、电子数码产品、汽车用品、厨房用品、生活日用品、手表首饰、体育用品、文具用品、工艺美术品（象牙及其制品除外）、成人情趣用品（不含药品、医疗器械及其限制项目）、母婴用品及儿童用品的批发与销售；网络设备、通讯设备、通讯产品、数码产品、电子产品、照相器材的销售、电工电器、照明设备、安防产品、消防产品、机电设备、光电设备、机械设备、监控设备的研发及销售；货物及技术进出口；计算机系统的设计与集成；智能网络控制系统设备、网络系统工程、计算机软硬件、通信设备、弱电智能系统、电子产品的设计与开发；计算机软硬件、通讯设备、电子产品的销售；文化活动策划、市场营销策划、从事广告业务。（法律、行政法规禁止的项目除外；法律、行政法规限制的项目须取得许可后方可经营），许可经营项目是：预包装食品的销售。
